Price,Mileage,Make,Make2,Model,Trim,Type,Cylinder,Liter,Doors,Cruise,Sound,Leather
22661.048485078400,20105,1,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,0,0
23493.082295003700,20453,1,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,0
22435.202818936700,22287,1,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,1
21878.119996025500,23237,1,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,0
23077.565910273800,23798,1,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,0,1
21698.014745506800,25489,1,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,1
21831.822916374500,25564,1,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,1
26831.194037161800,4695,1,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
26060.335349560800,9795,1,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
26781.814645291600,12052,1,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
26302.074284339600,13050,1,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
26190.271467539000,17335,1,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,0,1
25508.210956109500,17480,1,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
23348.016954099400,24027,1,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,0,1
23406.689819810600,25387,1,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,0,1
23159.543781604900,25869,1,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,0,0
21536.741730175100,37128,1,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,1
51154.047215525600,2202,2,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
49248.158966680200,6685,2,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
46747.673270339400,15343,2,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
44130.617055109200,21341,2,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
44084.914211563500,21367,2,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
43892.467880413600,23371,2,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
44300.639958224400,23751,2,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
42677.601117035500,24052,2,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
43374.052419958100,25199,2,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
40619.072270107500,30082,2,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
33417.965013013600,6598,2,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
30957.080749276400,10625,2,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
31431.130369980400,11013,2,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
30781.515633475900,14937,2,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
30646.437700590900,17094,2,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
30792.149028548000,17870,2,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
30392.750158383400,18449,2,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
28817.081846577000,21039,2,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,0,1
29275.208713694500,21056,2,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
28040.128529164200,27484,2,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
39801.551354267300,14095,2,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
40335.737313625300,14743,2,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
39307.009164963200,16041,2,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
38600.239560937200,17138,2,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
38445.897168657700,18661,2,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
36077.796121220700,21966,2,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
35866.582708900200,24415,2,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,1,1
35338.653689556400,25163,2,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
36154.303548339900,25339,2,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,1,1
34685.662980195800,25421,2,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
42820.329022530600,5499,2,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
41378.048088647100,8125,2,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
40856.390895418600,12791,2,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,1,1
41419.037262210100,14452,2,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
37510.253570061800,21593,2,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
37215.169382810600,22211,2,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
36332.894685013200,25153,2,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
36245.158227824900,26250,2,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,1,1
32954.141335769600,36074,2,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
32537.186750684900,41829,2,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,1,1
35715.768555775500,6447,2,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
35651.680019948900,10555,2,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
35129.340771021800,11975,2,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
35165.759368944400,13449,2,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
32501.245188618400,17508,2,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
33220.028446165100,18661,2,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
32509.478288326300,20910,2,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
31132.213491924300,23124,2,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
31181.715159014600,26222,2,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
31059.181026750500,27544,2,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
42741.523666202200,2846,2,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
40966.607412216000,7476,2,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
38795.379094999000,13973,2,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
38297.462536280500,16754,2,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
37192.896366086900,19100,2,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
36210.122995960100,21778,2,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
36633.633819118300,22042,2,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
35895.499409927700,23056,2,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
34974.378036641800,25796,2,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
32038.339562599400,35326,2,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
48310.329544860400,788,2,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
48365.980896530300,2616,2,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
45061.951935152100,13829,2,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
44205.875884870900,15104,2,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
42377.955442077500,18581,2,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
41671.583140091200,20575,2,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
41516.429862284700,23861,2,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
41053.482168101400,25717,2,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
38208.501023311100,31303,2,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
39072.392052608400,31587,2,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
70755.466716542900,583,2,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
68566.187188945200,6420,2,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
69133.731722428300,7892,2,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
66374.307040191000,12021,2,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
65281.481236900200,15600,2,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
63913.117247728000,18200,2,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
60567.549093311800,23193,2,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
57154.443436890200,29260,2,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
55639.087653624000,31805,2,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,0,1
52001.994378551900,42691,2,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
12146.188030901000,10011,3,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1
12163.820424679300,12101,3,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1
11472.022761422100,19699,3,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1
11017.168710103400,20100,3,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,1,0
11096.857267741300,20334,3,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,1,0,0
10386.040218322300,22225,3,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,0
11137.045654915600,22484,3,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,1,1
11045.108844444400,24568,3,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,1,0,1
10777.052536943200,27906,3,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,0
9928.188174619950,29680,3,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1
12649.110893252300,3629,3,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,0
12314.591216887500,4142,3,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,0
11318.008089249200,11156,3,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,1
12409.949093633900,11981,3,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,1,1
11555.267402038800,13404,3,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,1,0
11700.111486105900,15253,3,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,0,0
11215.018646668700,19945,3,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,0,0
10144.952080687400,23963,3,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,1,0
10491.075198507300,30948,3,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,0
9954.054173515280,37345,3,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,1
11031.129931276300,20156,3,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
11343.054010466300,20186,3,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1
11391.213717519900,21421,3,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
11247.862534813400,21427,3,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1
10921.945371850500,23119,3,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
11179.953571476300,23121,3,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
11394.886402900700,25107,3,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
11070.060643056200,25476,3,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
11013.871367737700,25746,3,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1
11115.013640305700,30056,3,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1
11918.456068363700,7278,3,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,0,0
12408.806147717800,10213,3,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,0,1
11302.902985431400,14627,3,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0
11615.021017572300,19014,3,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,1
10805.130089877600,21013,3,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,1,1,1
11169.918388159800,22380,3,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0
10770.106553759200,25065,3,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0
10872.013925647300,25869,3,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,0,0
10921.945371850500,27776,3,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,1,0,0
9919.048185150240,34621,3,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0
10813.343521369100,266,3,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,1,0,1
11167.861002652200,4716,3,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,1,1,0
10897.076506132200,6699,3,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,0,1,1
10106.016430855900,14200,3,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,1,0,0
10354.043852073000,14521,3,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,0,1,0
10287.977363291200,16521,3,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,1,1,1
9720.978889532040,20836,3,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,1,1,0
9506.047936562830,22169,3,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,0,0,1
9789.037675521780,22986,3,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,0,1,1
9220.829676893830,29992,3,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,1,0,1
10971.095614346000,7091,3,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,1,0,0
10315.018233567900,14438,3,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,0,0,1
9654.060141555390,19183,3,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,0,0,0
9563.789308803540,19273,3,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,1,1,0
9665.848859725350,19565,3,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,0,1,1
9482.219403851880,24842,3,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,1,0,0
8638.930895260660,25216,3,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,0,0,0
9041.906254423100,26191,3,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,0,0,1
8870.947315882830,32914,3,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,1,1,0
8768.998585047580,35299,3,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,0,0,0
13007.984177851600,7372,3,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,1,1,1
13041.873997268500,13607,3,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,0,1,1
12045.920704938200,19136,3,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,0,1,1
12469.527576334900,19712,3,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,0,1,1
11539.845650050900,22405,3,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,0,1,1
11726.002974095800,23103,3,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,0,1,1
12207.872926477800,23512,3,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,1,1,1
11203.146109423300,27364,3,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,1,1,1
10788.970360411300,31436,3,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,1,1,1
11149.618303931800,34447,3,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,1,1,1
14584.448122284200,1160,3,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
13681.698003494700,10210,3,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
13446.213415344900,17741,3,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
12327.641608398600,19347,3,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
12274.957581255000,19612,3,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
12630.775033594000,22571,3,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
12425.389171155000,22771,3,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
12319.696245692300,24568,3,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
12549.892333876100,25816,3,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
12234.888053268200,30297,3,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
14894.982592528900,2464,3,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
14198.092458860300,11322,3,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
14678.105334410200,11488,3,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
13167.702321276300,14630,3,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
13471.005082758000,18910,3,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
12573.899939439600,25048,3,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
12383.402810615600,25069,3,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
13230.918674465200,25862,3,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
11080.516377911800,36855,3,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
11328.958867784200,39946,3,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
15053.933734727500,4652,3,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1
14397.928084586900,5189,3,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,0,1,1
14642.323577431200,6224,3,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,0,1,1
13464.802883878500,14231,3,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1
13678.863002609000,17971,3,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1
12507.485267425100,19715,3,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1
13141.047950472000,19898,3,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1
13594.085591089000,20682,3,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1
12733.857924496700,21386,3,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1
